genes,ExonLength,chr,chr_start,chr_end,WT_rep_1,WT_rep_2,WT_rep_3,WT_rep_4,KO_rep_1,KO_rep_2,KO_rep_3,KO_rep_4,DKO_rep_1,DKO_rep_2,DKO_rep_3
Dlst,2767,12,85110832,85134091,19878,16839,18849,18228,10834,11685,10296,8946,13811,17129,16845
Dmap1,2636,4,117674680,117682273,543,520,590,561,734,601,715,576,500,677,674
Dmd,23801,X,82948869,85206141,578,627,559,579,756,667,983,474,499,715,595
Dmgdh,3412,13,93674432,93752831,5338,4727,5451,4477,574,1701,792,1001,3566,5058,4168
Dmkn,2192,7,30763755,30781063,9,24,19,9,23,10,45,10,8,20,11
Dmpk,4330,7,19083848,19093821,466,517,425,468,1029,678,877,754,516,696,436
Dmrt2,2347,19,25672419,25679010,216,222,204,200,361,282,748,453,170,270,270
Dmrta1,4194,4,89679435,89694772,15,12,27,19,11,13,22,3,19,31,46
Dmrta2,2922,4,109978052,109983687,6,4,2,14,7,12,14,10,6,13,4
Dmrtc1a,1388,X,102903215,102908687,9,22,5,8,23,24,30,22,10,23,17
Dmtf1,11041,5,9118800,9161776,942,890,914,1033,1072,973,1153,813,884,1159,1015
Dmtn,4629,14,70602183,70636048,7981,6620,7186,8043,4562,4494,3674,4007,5600,7816,6992
Dmwd,2534,7,19076248,19082776,1241,1167,1262,1302,1602,1424,1600,1266,1129,1575,1448
Dmxl1,13851,18,49832669,49965473,5556,4891,4866,5059,2917,3155,3845,2290,3629,5361,4243
Dmxl2,13419,9,54365157,54501760,3001,2560,2945,2778,2059,2416,2359,1637,1919,3008,2411
Dna2,5878,10,62947025,62974185,335,310,347,366,314,316,419,357,351,428,384
Dnaaf1,2821,8,119575234,119598454,19,16,16,9,10,14,5,0,8,11,20
Dnaaf2,3390,12,69189086,69198429,253,277,263,273,329,327,385,274,287,403,363
Dnaaf3,2224,7,4522932,4532453,0,6,9,9,32,8,33,19,11,35,35
Dnah1,12872,14,31260374,31323896,14,10,21,16,46,35,81,39,17,30,25
Dnah10,14081,5,124725084,124834308,9,19,9,10,20,17,22,11,18,39,28
Dnah11,14458,12,117877981,118199043,57,99,72,49,32,14,19,11,35,58,83
Dnah12,11097,14,26693273,26891703,52,32,52,60,95,71,122,41,86,125,84
Dnah17,16478,11,118021722,118129219,29,27,28,19,12,16,19,9,13,28,26
Dnah2,14810,11,69420808,69549110,34,29,47,26,43,40,48,42,30,89,54
Dnah3,12252,7,119922716,120095177,43,43,61,67,14,57,27,20,25,61,48
Dnah5,15630,15,28203751,28472045,56,39,60,64,20,35,20,15,19,53,14
Dnah6,13247,6,73017605,73221651,0,1,5,1,30,15,19,2,6,7,3
Dnah7b,19980,1,46066314,46373546,168,120,190,195,115,95,170,106,124,227,190
Dnah7c,12603,1,46425591,46807476,18,14,14,25,18,12,7,16,16,24,25
Dnah8,14583,17,30624353,30875264,3,9,10,3,15,12,20,4,10,48,22
Dnaic1,2782,4,41569774,41638158,9,12,10,22,12,7,6,7,11,14,15
Dnaic2,4568,11,114727407,114757889,12,7,8,9,31,13,35,14,13,28,16
Dnaja1,8629,4,40722149,40737149,4173,2974,3051,3629,2513,2229,2159,1756,2810,3614,2906
Dnaja2,2839,8,85537639,85555271,7453,6731,7126,7404,7002,6410,7187,5378,6178,7335,7314
Dnaja3,3912,16,4639988,4707695,6175,5245,6024,5647,3728,4158,3749,3412,4354,5704,5612
Dnaja4,3589,9,54698872,54716315,637,480,496,471,347,285,313,200,327,495,438
Dnajb1,2263,8,83608174,83611902,2447,2069,1817,2034,1863,1661,2170,1674,1431,2824,1859
Dnajb11,3236,16,22857844,22879634,4813,3812,3831,3802,5471,3686,4099,2948,3711,4360,4223
Dnajb12,3369,10,59879555,59899302,3070,2783,3177,2891,2619,2621,2899,2305,2481,3479,3162
Dnajb13,1430,7,100503017,100514960,2,2,7,7,12,8,16,19,11,20,13
Dnajb14,12553,3,137867674,137916557,2659,2441,2593,2425,2183,1883,2335,1535,2119,3035,2452
Dnajb2,4249,1,75236405,75245692,2504,2034,1887,1968,2182,1652,1941,1745,1687,2189,1952
Dnajb4,4318,3,152178510,152210279,1771,1602,1694,1486,1716,1700,2217,1326,1351,2215,1613
Dnajb5,5936,4,42949813,42959425,362,338,380,332,782,473,673,410,341,552,380
Dnajb6,5721,5,29735687,29786478,246,309,280,338,411,320,351,229,272,394,340
Dnajb9,1865,12,44205896,44210068,2052,1644,1421,1370,2240,1982,2200,1377,1501,1716,1549
Dnajc1,11651,2,18195653,18392830,1374,1274,1342,1418,2145,1563,1914,1253,1255,1713,1580
Dnajc10,5004,2,80315465,80354043,2596,2748,2835,2652,4574,3421,4821,2781,2887,3909,3906
Dnajc11,10678,4,151933690,151982137,2818,2346,2399,2721,2485,2196,2644,2139,2044,2605,2465
Dnajc12,2740,10,63382442,63408840,5871,4287,5918,4392,1687,3210,1574,2036,3233,3710,4285
Dnajc13,9276,9,104151281,104262930,7757,6795,7527,7625,5405,5044,4763,2642,5459,6901,6106
Dnajc14,4229,10,128805675,128819446,2720,2752,2859,2644,3439,2865,3314,2057,2523,3671,3185
Dnajc15,648,14,77826216,77874917,1550,1498,1633,1346,1233,1214,1264,1357,1251,1630,1758
Dnajc16,6510,4,141760188,141790931,1839,1638,1877,1873,1645,1754,1847,1174,1487,1982,1817
Dnajc17,1308,2,119172499,119208795,150,155,145,137,261,204,269,259,153,220,191
Dnajc18,5169,18,35671102,35703144,1496,1454,1444,1374,1306,1126,1402,902,1257,1790,1576
Dnajc19,3998,3,34056019,34081321,859,751,816,817,632,741,595,720,660,945,818
Dnajc2,5029,5,21757266,21785251,1195,1132,1216,1368,1642,1439,1754,1376,1233,1515,1408
Dnajc21,4777,15,10446755,10470516,1652,1457,1577,1612,1465,1533,1507,1091,1405,1762,1658
Dnajc22,1850,15,99093169,99104737,1905,1951,2420,2097,1732,2022,1469,1730,1899,2214,2289
Dnajc24,1369,2,105966708,106003549,289,259,287,307,342,304,336,255,314,359,355
Dnajc25,4542,4,58995061,59025573,49,40,35,40,39,43,33,32,34,42,45
Dnajc27,4713,12,4082573,4110612,256,236,277,237,418,290,438,212,232,374,293
Dnajc28,3562,16,91614256,91619026,11,7,10,4,4,8,2,3,6,11,11
Dnajc3,5190,14,118937931,118981702,11758,10227,11198,9976,9490,7565,8196,4562,9566,12788,10766
Dnajc30,1661,5,135064201,135065862,591,521,636,556,554,584,465,499,539,639,718
Dnajc4,1074,19,6987910,6992503,557,545,603,523,644,712,726,754,522,751,774
Dnajc5,6953,2,181520484,181555133,4957,4653,4987,4788,7405,6843,9130,4687,4334,6274,5768
Dnajc6,5909,4,101496647,101642799,1602,1312,1444,1517,544,600,447,444,859,1123,1089
Dnajc7,4863,11,100582817,100620168,1949,1851,1916,1972,2311,2279,2286,1744,1648,2409,2187
Dnajc8,2555,4,132535549,132553742,1579,1703,1821,1704,2867,2302,2732,1830,1578,2223,2387
Dnajc9,1631,14,20384637,20388910,596,708,621,621,929,749,914,722,632,874,850
Dnal1,6938,12,84114365,84147498,436,419,466,426,567,442,584,397,387,600,484
Dnal4,2340,15,79761452,79777849,1047,991,1013,1010,1301,1200,1414,1087,986,1378,1323
Dnali1,2133,4,125055337,125065703,15,12,16,13,13,11,10,6,9,18,16
Dnase1,3083,16,4036941,4040024,32166,21257,26572,20104,649,3250,593,771,13733,20716,15557
Dnase1l1,2121,X,74273216,74282337,596,537,592,564,1123,900,1057,723,640,944,839
Dnase1l2,2328,17,24440080,24443105,59,118,62,67,110,103,100,104,49,110,47
Dnase1l3,5151,14,7964532,7994573,56,73,88,37,98,16,86,29,144,709,1715
Dnase2a,5389,8,84908559,84922915,412,431,499,419,914,650,881,721,522,785,787
Dnd1,2412,18,36763670,36766214,19,41,37,33,32,32,27,34,36,46,40
Dnhd1,15578,7,105640561,105721799,159,152,175,210,180,153,181,185,130,290,189
Dnlz,2916,2,26348120,26352110,1349,1387,1500,1379,1446,1065,1433,1216,1219,1474,1438
Dnm1,5240,2,32308470,32353329,116,119,141,115,255,288,315,251,145,193,164
Dnm1l,4107,16,16312234,16359030,3185,2823,3003,2953,2942,2497,3441,2114,2482,3594,3100
Dnm2,5330,9,21424907,21507759,4213,4016,3971,4221,5176,4070,5686,3805,3593,4914,4277
Dnm3,14967,1,161982452,162478034,224,331,224,163,326,228,266,136,241,312,298
Dnmbp,4882,19,43847966,43912392,648,730,624,656,764,571,1087,458,588,840,695
Dnmt1,6304,9,20907205,20959888,1064,1002,1099,1043,2152,1252,2098,1139,1089,1614,1491
Dnmt3a,16642,12,3806006,3914443,1945,1900,1927,2018,2281,1818,3006,1465,1671,3112,2288
Dnmt3b,5106,2,153649449,153687730,71,57,76,87,120,94,141,63,69,124,76
Dnmt3bos,718,2,153648689,153650286,6,1,8,4,13,21,17,14,6,6,12
Dnmt3l,2988,10,78041946,78063622,6,11,4,3,32,12,19,6,18,18,10
Dnpep,4289,1,75307895,75317990,1980,1778,1918,1661,2802,2185,2589,1766,1744,2408,2409
Dnph1,1106,17,46496788,46499618,86,57,89,70,48,62,77,71,68,69,77
Dnttip1,2122,2,164745982,164768607,450,364,413,396,567,480,562,402,378,525,506
Dnttip2,2401,3,122274413,122285269,184,165,194,218,250,232,225,218,211,235,211
Doc2b,4361,11,75768965,75796049,9,17,13,10,31,23,41,11,26,27,19
Doc2g,3027,19,4003320,4007005,17,18,16,22,59,64,51,139,26,39,18
Dock1,6807,7,134670686,135173639,3654,3604,3827,3494,3690,2732,4107,1626,3173,4534,3736
Dock10,14371,1,80501072,80758527,285,247,380,249,1487,549,1421,387,634,1487,1161
Dock11,9240,X,35888831,36076562,126,128,174,112,569,277,592,173,295,649,499
Dock2,11425,11,34226814,34783892,159,157,282,171,1502,395,1218,431,651,1633,1590
Dock3,14439,9,106892833,107231909,17,17,13,15,14,9,11,4,12,25,19
Dock4,8063,12,40446052,40846486,641,521,701,534,689,760,980,422,600,829,658
Dock5,10335,14,67751927,67933572,2027,2191,1925,1914,2143,1654,2149,1067,1864,2886,2517
Dock6,6556,9,21800183,21852635,981,1272,1049,1170,1542,1311,1730,1236,1001,1567,1093
Dock7,8115,4,98936664,99120915,1510,1386,1435,1491,2546,2092,3434,1555,1519,2174,1648
Dock8,7810,19,24999528,25202432,3570,3422,3545,3281,4369,2920,3939,2005,3443,4800,4047
Dock9,8199,14,121542038,121797734,5834,5801,6383,6289,3121,3728,3219,2412,5304,5710,4710
Dohh,3202,10,81384427,81391560,1542,1572,1613,1592,1701,1618,1809,1572,1300,1804,1662
Dok1,1977,6,83030933,83033471,113,141,115,106,659,388,596,314,300,442,429
Dok2,2902,14,70766035,70778495,86,126,97,90,190,108,160,158,159,304,341
Dok3,1546,13,55523234,55528538,55,59,81,64,505,203,440,306,151,358,190
Dok4,2604,8,94863827,94876312,495,551,540,486,975,881,1250,641,591,766,627
Dok7,4228,5,35056812,35087839,37,40,39,39,24,7,32,14,21,49,44
Dolpp1,3233,2,30392253,30400529,658,600,701,664,554,569,700,602,542,829,678
Donson,2834,16,91677267,91688765,92,119,124,119,257,184,310,209,144,256,189
Dopey1,16605,9,86467153,86555923,1299,1163,1236,1376,1112,1027,1408,767,1034,1547,1191
Dopey2,7313,16,93711906,93810585,795,685,734,740,1112,893,1401,877,725,1116,926
Dos,4996,10,80130450,80140835,175,235,212,179,460,347,680,398,208,318,212
Dot1l,8705,10,80755205,80795461,1327,1174,1442,1531,1703,1604,2401,1650,1190,1874,1382
Dpagt1,1905,9,44326844,44333600,915,797,829,834,1301,991,1317,930,789,1017,944
Dpcd,1995,19,45560614,45579763,876,807,853,797,938,662,757,657,691,944,1022
Dpep1,2241,8,123186234,123201810,1405,1362,1449,1313,1209,872,728,233,1160,2237,2973
Dpep2,4540,8,105984943,105996423,16,14,19,20,287,235,351,327,86,122,119
Dpf1,3529,7,29303950,29317588,2,8,5,5,12,3,12,10,7,8,3
Dpf2,6501,19,5896515,5913010,1771,1542,1780,1624,1849,1581,2079,1478,1368,2162,2009
Dpf3,4225,12,83213744,83487716,129,98,102,140,76,56,55,60,93,112,103
Dph1,2690,11,75177642,75191241,529,499,573,492,562,547,671,406,463,563,510
Dph2,3030,4,117888642,117892032,319,310,295,374,405,324,559,374,308,461,362
Dph3,3555,14,32080565,32085692,1104,1122,1091,1070,1453,1339,1446,1005,985,1353,1319
Dph5,4086,3,115887836,115934361,263,229,246,259,394,362,420,316,265,355,342
Dph6,7407,2,114516415,114654964,737,595,715,628,724,693,850,562,607,818,789
Dph7,2365,2,24962399,24972163,304,292,314,270,414,394,479,313,312,364,393
Dpm1,7489,2,168209047,168230591,21,15,22,19,10,19,13,9,13,19,24
Dpm2,1971,2,32570857,32573579,916,809,954,890,1217,1037,1149,1201,820,1200,1151
Dpm3,827,3,89259357,89267079,769,815,894,737,864,884,915,1032,753,1053,905
Dpp3,2683,19,4907228,4928287,2074,1796,2093,2007,3196,2483,3426,2078,2007,2538,2497
Dpp4,6319,2,62330072,62412231,4708,4014,4910,4316,3851,3151,3003,2083,4013,4758,4571
Dpp6,10030,5,26817202,27727505,60,44,42,37,14,16,14,37,52,65,68
Dpp7,3337,2,25352275,25356359,2635,2899,2993,3729,4856,2169,2691,3722,3074,3616,2907
Dpp8,4968,9,65032457,65082650,5912,5198,5765,5330,4724,3631,5042,2607,4636,6430,5193
Dpp9,3509,17,56186681,56218889,1918,1771,1822,1895,2241,1413,2110,1323,1511,2115,1844
Dppa1,1575,11,46607771,46629261,7,4,4,1,5,28,9,25,4,11,12
Dppa3,892,6,122626409,122630272,2,0,2,0,20,3,9,9,3,5,1
Dpt,1636,1,164796731,164824266,106,106,180,213,466,205,441,67,369,382,261
Dpy19l1,6350,9,24411775,24503140,266,249,259,251,445,260,441,154,264,390,352
Dpy19l3,11173,7,35685164,35754454,589,594,777,619,1152,774,1050,583,690,1067,939
Dpy19l4,8101,4,11261314,11322137,1975,1824,1934,1720,1516,1477,1829,1042,1427,2074,1774
Dpy30,974,17,74299473,74323944,969,962,1064,908,1081,969,1037,868,828,1027,1068
Dpyd,8040,3,118562128,119432918,5096,3574,4383,3634,1955,3151,1688,1759,2748,3924,3389
Dpys,3039,15,39768484,39857470,921,584,1253,854,23,163,31,138,628,729,794
Dpysl2,4520,14,66802863,66868688,233,284,288,250,713,389,494,406,341,499,498
Dpysl3,6265,18,43320978,43438286,294,384,355,291,4093,2370,4034,1761,699,863,665
Dpysl4,5983,7,139086000,139102704,1,2,1,5,8,5,22,3,2,6,1
Dpysl5,6867,5,30711563,30799375,15,24,19,8,57,23,46,11,22,15,15
Dqx1,3149,6,83057843,83067210,331,378,500,409,240,443,293,470,340,538,446
Dr1,3478,5,108268896,108280526,2363,2611,2695,2221,2202,2049,2695,1561,2293,3188,3139
Dram1,3045,10,88322803,88379080,380,487,437,400,1252,609,844,669,632,1001,889
Dram2,2818,3,106547692,106574845,5041,4620,5084,4418,3674,4318,3924,3301,4308,5680,5334
Drap1,1741,19,5422804,5424979,3597,3679,3531,3363,4808,4285,4861,4012,3254,4311,4480
Drc1,2484,5,30281387,30366708,12,19,11,6,37,21,28,5,10,10,7
Drd1a,3526,13,54051185,54055658,7,6,4,2,15,16,13,3,4,4,8
Drg1,3460,11,3187359,3266415,2029,1917,2092,1966,2762,2358,2738,2067,1888,2347,2360
Drg2,2716,11,60454590,60468754,1829,1693,1798,1812,1875,1500,1819,1686,1399,2011,1917
Drosha,5934,15,12824814,12935290,2323,2174,2418,2377,2432,1944,2434,1644,1993,2630,2474
Drp2,8553,X,134404550,134456573,8,3,2,1,13,5,20,3,4,4,10
Dsc2,5277,18,20030632,20059554,188,139,181,175,232,166,347,179,126,199,158
Dscaml1,6336,9,45430292,45753164,12,13,19,7,11,32,41,44,19,31,14
Dscc1,4429,15,55076098,55090491,7,5,8,8,44,19,39,19,8,9,17
Dscr3,3670,16,94497782,94526830,1288,1305,1419,1254,1809,1537,1903,1183,1319,1999,1847
Dse,4224,10,34151393,34207551,320,364,411,349,1462,615,1210,336,653,1084,958
Dsel,5763,1,111858701,111864918,178,184,203,167,575,323,661,205,255,346,306
Dsg2,8268,18,20558073,20604521,408,368,488,440,371,315,678,138,288,487,387
Dsn1,3354,2,156995264,157007154,117,113,117,129,231,160,252,117,121,158,171
Dsp,9625,13,38151327,38198577,1464,3315,1328,1453,3325,2466,4077,1884,1708,2122,1716
Dspp,4431,5,104170711,104180127,0,0,0,2,23,18,19,3,1,1,0
Dst,36346,1,33908224,34308661,12674,11977,14003,14585,10329,9087,10943,6033,10607,17883,13721
Dstn,1911,2,143915319,143943324,9138,9346,8972,8267,11941,10786,13214,7844,8070,9707,9725
Dstyk,9345,1,132417554,132466958,2058,1914,1944,2142,1957,1697,2377,1170,1677,2419,1981
Dtd1,2353,2,144599896,144768758,845,828,1010,873,797,947,804,746,780,1008,1035
Dtd2,3108,12,51988311,52006501,623,564,671,617,681,822,652,623,561,722,828
Dtl,4202,1,191537364,191575534,15,11,28,21,173,66,145,49,54,75,74
Dtna,6587,18,23415414,23659714,276,292,331,264,401,401,664,287,271,569,464
Dtnb,9603,12,3572380,3781796,1455,1531,1510,1347,1878,1611,1738,1374,1238,1712,1541
Dtnbp1,1334,13,44922078,45002096,2877,2670,3032,2647,3321,4031,3434,3080,2492,3421,3519
Dtwd1,1350,2,126152140,126165279,186,209,212,196,265,235,253,204,217,237,241
Dtwd2,3520,18,49696144,49755601,194,168,186,173,145,190,167,100,131,197,179
Dtx1,4663,5,120680201,120711927,27,87,26,20,61,20,58,26,39,74,46
Dtx2,7032,5,135994799,136032872,403,473,441,368,712,498,746,561,396,668,507
Dtx3,2572,10,127190377,127195728,1264,1396,1578,1650,2911,2171,2755,2803,1547,2700,2057
Dtx3l,5724,16,35926510,35939151,515,539,658,512,1388,610,1319,607,1162,2334,3063
Dtx4,5765,19,12466340,12501996,1689,1516,1711,1760,3388,2066,3491,1169,1767,2814,2169
Dtymk,2631,1,93792575,93801934,772,755,820,771,1124,1156,1259,1065,678,939,996
Duox1,5267,2,122315671,122347972,15,10,9,14,1,3,3,4,6,21,6
Dus1l,3758,11,120789200,120796403,1748,1633,1833,1759,1923,1962,1995,1827,1608,1988,1823
Dus2,3367,8,105991336,106053840,417,366,429,425,477,345,350,353,368,466,443
Dus3l,2303,17,56764750,56770092,784,851,842,911,1096,840,1318,1072,740,1117,910
Dus4l,1768,12,31640054,31654826,120,131,158,136,152,147,182,137,161,213,141
Dusp1,2697,17,26505589,26508519,811,1176,823,823,1502,3342,1836,2228,1205,1531,1049
Dusp10,3042,1,184013301,184075636,55,60,55,44,196,136,252,92,92,147,122
Dusp11,7639,6,85942267,85961667,3823,3156,3117,3808,3722,3536,4445,3221,3014,3880,2996
Dusp12,2743,1,170873497,170885540,104,83,114,94,131,120,149,104,107,132,122
Dusp13,2744,14,21733393,21751181,9,5,9,13,6,8,3,2,5,9,10
Dusp14,1945,11,84048040,84069261,814,647,721,811,843,686,819,770,635,720,891
Dusp15,3460,2,152940996,152951698,302,335,369,324,90,82,37,81,216,490,363
Dusp16,7650,6,134715472,134792625,1432,1720,1429,1345,2212,1712,2199,1397,1476,2167,1623
Dusp18,4632,11,3895239,3901296,624,507,640,550,549,367,587,268,388,654,709
Dusp19,2992,2,80617044,80632361,63,47,58,47,42,34,51,34,48,74,74
Dusp2,2003,2,127336158,127338376,23,33,25,15,109,70,130,120,80,243,168
Dusp22,1743,13,30659998,30711231,563,507,588,541,821,716,803,674,554,707,670
Dusp23,1417,1,172630768,172632974,352,317,328,332,179,182,169,118,185,227,409
Dusp26,2305,8,31089470,31097047,28,32,41,29,26,38,42,31,23,45,44
Dusp27,4020,1,166098152,166127898,1,2,3,3,19,15,15,5,5,3,4
Dusp28,1314,1,92906980,92908435,698,628,737,677,586,687,542,644,624,868,730
Dusp3,4682,11,101971142,101987013,2750,2525,2813,2791,4778,3634,4558,2555,2514,3108,2645
Dusp4,2740,8,34807296,34819894,211,196,244,165,597,566,888,349,266,316,261
Dusp5,2473,19,53529108,53542431,40,62,55,54,303,242,324,232,158,182,142
Dusp6,2796,10,99263230,99267488,1865,2070,1612,1341,3000,2543,3152,2547,1766,2883,1918
Dusp7,3356,9,106368631,106375724,589,612,638,577,1164,927,1321,838,627,920,814
Dusp8,4870,7,142079489,142095843,166,199,172,164,723,687,1125,421,245,341,217
Dusp9,2722,X,73639418,73643514,300,224,296,260,305,213,268,286,423,453,414
Dut,2410,2,125247189,125258608,615,623,620,568,764,594,710,534,607,725,733
Dvl1,4996,4,155847401,155859303,4308,4313,4205,4540,4320,3926,5101,4464,3485,5433,4028
Dvl2,6298,11,70000594,70012301,337,358,411,307,523,423,639,429,302,564,489
Dvl3,4899,16,20516981,20532520,1298,1105,1191,1269,966,891,1551,757,855,1507,1273
Dxo,1961,17,34837018,34839233,683,662,694,771,1057,951,1024,1131,679,892,824
Dym,2471,18,75018771,75286966,1436,1209,1483,1407,1413,1216,1226,1040,1132,1509,1487
Dync1h1,15658,12,110601451,110666945,9710,8789,9748,10922,15596,11310,14339,10772,8916,14606,10500
Dync1i1,2968,6,5725638,6028039,23,18,21,23,20,13,8,6,19,16,15
Dync1i2,8280,2,71211705,71263303,3368,3181,3276,3148,5311,4552,5533,3775,3291,4134,3801
Dync1li1,2601,9,114688789,114724302,2448,2208,2229,2211,2504,2239,2651,1729,2023,2718,2391
Dync1li2,4633,8,104417673,104443047,3191,3131,3158,3232,4359,3501,5034,2366,2994,4135,3329
Dync2h1,16161,9,6928502,7184446,822,839,925,946,876,813,965,560,811,1233,866
Dync2li1,1324,17,84626495,84655558,1528,1353,1557,1413,1606,1412,1354,1070,1315,1639,1602
Dynll1,2926,5,115297109,115300999,2543,2371,2207,2457,4738,2746,3879,3473,2208,2746,2503
Dynll2,2736,11,87979524,87987533,11474,11022,11701,11652,9541,9309,7881,7433,10037,13420,12338
Dynlrb1,1009,2,155236532,155250277,2440,2495,2421,2394,3352,2473,2762,2634,2223,2942,3099
Dynlrb2,496,8,116505014,116515896,10,8,7,12,22,16,16,17,11,14,14
Dynlt1a,742,17,6310546,6317474,20,23,29,35,50,54,46,64,40,52,39
Dynlt1b,768,17,6430111,6436293,108,108,117,89,120,122,180,157,110,93,106
Dynlt1c,3777,17,6601670,6609774,3,10,7,8,8,9,7,13,4,13,8
Dynlt1f,807,17,6648940,6655939,46,47,40,48,72,71,75,65,51,61,68
Dynlt3,2576,X,9654266,9663003,4810,4541,4766,4729,4726,3869,4599,3293,4654,5869,5244
Dyrk1a,8251,16,94570009,94695517,1859,1755,1908,1869,2133,2046,2498,1585,1636,2516,2231
Dyrk1b,2695,7,28179468,28187294,793,769,890,842,1173,729,1136,779,757,932,957
Dyrk2,2137,10,118859348,118868903,998,989,1112,976,719,811,960,397,765,1308,935
Dyrk3,3178,1,131127454,131138340,96,78,99,81,214,114,153,92,84,102,88
Dysf,8333,6,84008589,84211060,891,845,942,946,2197,1424,2364,1290,929,1304,971
Dzank1,8262,2,144470556,144527414,70,55,59,73,28,47,43,20,40,84,76
Dzip1,4744,14,118875519,118925314,383,311,327,334,361,252,391,276,283,487,369
Dzip1l,4655,9,99629495,99669256,925,988,1012,1007,1049,946,1203,848,1027,1552,1318
Dzip3,9081,16,48924231,48994165,390,360,420,356,406,245,388,151,394,562,421
E030013I19Rik,2753,2,12300946,12311300,11,20,24,9,11,6,8,13,13,29,11
E030030I06Rik,2789,10,22113049,22149270,39,48,40,38,50,22,47,52,40,68,44
E030042O20Rik,1427,2,75704769,75710024,23,25,39,23,33,40,36,29,28,36,42
E130012A19Rik,2314,11,97627388,97629702,37,60,56,37,180,239,330,284,71,61,52
E130102H24Rik,918,4,101346530,101356735,114,95,107,107,100,137,111,136,76,132,86
E130215H24Rik,939,2,150667493,150668935,28,23,31,26,18,36,31,23,20,32,25
E130307A14Rik,7141,10,39621411,39732007,16,25,36,30,43,47,60,16,21,34,29
E130308A19Rik,12617,4,59626210,59761439,768,845,821,786,819,729,989,583,667,888,730
E130309D02Rik,4639,5,143301194,143315360,832,898,841,864,1120,959,1291,776,696,1092,933
